id,exp,group,icon,model,order,pass_weight,reward,type
1596,[1|5|12|27],15,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],10,100,[601291005|601291105|601291205|601291305|601291405],4
1597,[1|5|12|27],15,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],11,100,[601291012|601291112|601291212|601291312|601291412],4
1598,[1|5|12|27],15,icon_type_6,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],12,100,[601291020|601291120|601291220|601291320|601291420],4
1599,[1|5|12|27],15,icon_type_6,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],13,100,[601291021|601291121|601291221|601291321|601291421],4
1600,,15,icon_type_5,[icon_lattice_yellow],14,-1,,3
1601,[1|5|12|27],15,icon_type_4,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],15,120,[601291003|601291103|601291203|601291303|601291403],4
1602,[1|5|12|27],15,icon_type_1,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],16,100,[601291016|601291116|601291216|601291316|601291416],4
1603,[1|5|12|27],15,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],17,100,[601291006|601291106|601291206|601291306|601291406],4
1604,[1|5|12|27],15,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],18,100,[601291013|601291113|601291213|601291313|601291413],4
1605,[1|5|12|27],15,icon_type_6,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],19,120,[601291010|601291110|601291210|601291310|601291410],4
1606,,15,icon_type_5,[icon_lattice_yellow],20,-1,,3
1607,[1|5|12|27],15,icon_type_4,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],21,120,[601291004|601291104|601291204|601291304|601291404],4
1608,[1|5|12|27],15,icon_type_1,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],22,100,[601291017|601291117|601291217|601291317|601291417],4
1609,[1|5|12|27],15,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],23,100,[601291007|601291107|601291207|601291307|601291407],4
1610,[1|5|12|27],15,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],24,100,[601291014|601291114|601291214|601291314|601291414],4
1611,[1|5|12|27],15,icon_type_1,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],25,100,[601291018|601291118|601291218|601291318|601291418],4
1612,[1|5|12|27],15,icon_type_6,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],26,100,[601291021|601291121|601291221|601291321|601291421],4
1691,,19,,[icon_lattice_start],1,-1,,1
1692,[1|5|12|27],19,icon_type_4,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],2,60,[606164001|606164101|606164201|606164301|606164401],4
1693,[1|5|12|27],19,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],3,70,[606164008|606164108|606164208|606164308|606164408],4
1694,[1|5|12|27],19,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],4,100,[606164009|606164109|606164209|606164309|606164409],4
1695,[1|5|12|27],19,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],5,100,[606164011|606164111|606164211|606164311|606164411],4
1696,,19,icon_type_5,[icon_lattice_yellow],6,-1,,3
1697,[1|5|12|27],19,icon_type_4,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],7,120,[606164002|606164102|606164202|606164302|606164402],4
1698,[1|5|12|27],19,icon_type_1,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],8,100,[606164015|606164115|606164215|606164315|606164415],4
1699,[1|5|12|27],19,icon_type_6,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],9,100,[606164019|606164119|606164219|606164319|606164419],4
1700,[1|5|12|27],19,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],10,100,[606164005|606164105|606164205|606164305|606164405],4
1701,[1|5|12|27],19,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],11,100,[606164012|606164112|606164212|606164312|606164412],4
1702,[1|5|12|27],19,icon_type_6,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],12,100,[606164020|606164120|606164220|606164320|606164420],4
1703,[1|5|12|27],19,icon_type_6,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],13,100,[606164021|606164121|606164221|606164321|606164421],4
1704,,19,icon_type_5,[icon_lattice_yellow],14,-1,,3
1705,[1|5|12|27],19,icon_type_4,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],15,120,[606164003|606164103|606164203|606164303|606164403],4
1706,[1|5|12|27],19,icon_type_1,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],16,100,[606164016|606164116|606164216|606164316|606164416],4
1707,[1|5|12|27],19,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],17,100,[606164006|606164106|606164206|606164306|606164406],4
1708,[1|5|12|27],19,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],18,100,[606164013|606164113|606164213|606164313|606164413],4
1709,[1|5|12|27],19,icon_type_6,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],19,120,[606164010|606164110|606164210|606164310|606164410],4
1710,,19,icon_type_5,[icon_lattice_yellow],20,-1,,3
1711,[1|5|12|27],19,icon_type_4,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],21,120,[606164004|606164104|606164204|606164304|606164404],4
1712,[1|5|12|27],19,icon_type_1,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],22,100,[606164017|606164117|606164217|606164317|606164417],4
1713,[1|5|12|27],19,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],23,100,[606164007|606164107|606164207|606164307|606164407],4
1714,[1|5|12|27],19,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],24,100,[606164014|606164114|606164214|606164314|606164414],4
1715,[1|5|12|27],19,icon_type_1,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],25,100,[606164018|606164118|606164218|606164318|606164418],4
1716,[1|5|12|27],19,icon_type_6,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],26,100,[606164021|606164121|606164221|606164321|606164421],4
